movie,genre,plot
Touch of Evil,"['Crime', ' Drama', ' Film-Noir']","A stark, perverse story of murder, kidnapping, and police corruption in a Mexican border town."
The Postman Always Rings Twice,"['Crime', ' Drama', ' Romance']",The sensuous wife of a lunch wagon proprietor and a rootless drifter begin a sordidly steamy affair and conspire to murder her Greek husband.
At Close Range,"['Crime', ' Drama']","Reunited with his career criminal father, tough teen Brad thinks he's found his ticket to an exciting life of crime, only to find out he's wrong."
Notorious,"['Biography', ' Crime', ' Drama']","The life and death story of The Notorious B.I.G. (a.k.a. Christopher Wallace), who came straight out of Brooklyn to take the world of rap music by storm."
Baby's Day Out,"['Adventure', ' Comedy', ' Crime']","After three kidnappers lose the baby they have kidnapped, both the cops and kidnappers go looking for the baby."
The Last Thing He Wanted,"['Crime', ' Drama', ' Thriller']",A veteran D.C. journalist loses the thread of her own narrative when a guilt-propelled errand for her father thrusts her from byline to unwitting subject in the very story she's trying to break. Adapted from Joan Didion's namesake novel.
The Asphalt Jungle,"['Crime', ' Drama', ' Film-Noir']","A major heist goes off as planned, but then double crosses, bad luck and solid police work cause everything to unravel."
Judge Judy,"['Short', ' Comedy', ' Crime']","Judge Judy Sheindlin , a former judge from New York, tackles actual, small claims cases with her no-nonsense attitude in which damages of no more than $5,000 can be awarded."
Flag Day,"['Crime', ' Drama']","A father lives a double life as a counterfeiter, bank robber and con man in order to provide for his daughter."
I Stand Alone,"['Crime', ' Drama', ' Thriller']",A horse meat butcher's life and mind begins to break down as he lashes out against various factions of society while attempting to reconnect with his estranged daughter.
Diva,"['Comedy', ' Crime', ' Music']","Two tapes, two Parisian mob killers, one corrupt policeman, an opera fan, a teenage thief, and the coolest philosopher ever filmed all twist their way through an intricate and stylish French-language thriller."
Peter Rabbit 2: The Runaway,"['Adventure', ' Comedy', ' Crime']","Thomas and Bea are now married and living with Peter and his rabbit family. Bored of life in the garden, Peter goes to the big city, where he meets shady characters and ends up creating chaos for the whole family."
Dead Man Walking,"['Crime', ' Drama']","A nun, while comforting a convicted killer on death row, empathizes with both the killer and his victim's families."
Thoroughbreds,"['Comedy', ' Crime', ' Drama']","Two upper-class teenage girls in suburban Connecticut rekindle their unlikely friendship after years of growing apart. Together, they hatch a plan to solve both of their problems-no matter what the cost."
Outsiders,"['Crime', ' Drama']",A story of struggle for power set in the rugged and mysterious hills of Appalachia.
Republic of Doyle,"['Comedy', ' Crime', ' Drama']","Jake Doyle and his father Malachy run a private investigations agency in St. John's, Newfoundland. Their cases involve them in all sorts of dealings - not all of them on the right side of the law."
Less Than Zero,"['Crime', ' Drama']","A college freshman returns to L.A. for the holidays at his ex-girlfriend's request, but discovers that his former best friend has an out-of-control drug habit."
Elephant,"['Crime', ' Drama', ' Thriller']",Several ordinary high school students go through their daily routine as two others prepare for something more malevolent.
Exit,"['Crime', ' Drama', ' Thriller']",A dark drama series based on true stories from Norway's financial scene.
The Bling Ring,"['Biography', ' Crime', ' Drama']","Inspired by actual events, a group of fame-obsessed teenagers use the internet to track celebrities' whereabouts in order to rob their homes."
Mr. Brooks,"['Crime', ' Drama', ' Thriller']",A well-respected businessman is sometimes controlled by his murder and mayhem-loving alter ego.
Hustle & Flow,"['Crime', ' Drama', ' Music']","With help from his friends, a Memphis pimp in a mid-life crisis attempts to become a successful hip-hop emcee."
Analyze This,"['Comedy', ' Crime']",A comedy about a psychiatrist whose number one patient is an insecure mob boss.
The Book of Henry,"['Crime', ' Drama', ' Thriller']","With instructions from her genius son's carefully crafted notebook, a single mother sets out to rescue a young girl from the hands of her abusive stepfather."
El Chapo,"['Biography', ' Crime', ' Drama']","A look at the life of notorious drug kingpin, El Chapo, from his early days in the 1980s working for the Guadalajara Cartel, to his rise to power during the '90s as the head of the Sinaloa Cartel and his ultimate downfall in 2016."
She Made Them Do It,"['Crime', ' Drama']",The true story of convicted felon Sarah Pender who has been found guilty of masterminding a double murder.
Baise-moi,"['Crime', ' Drama', ' Thriller']","Two young women, marginalised by society, go on a destructive tour of sex and violence. Breaking norms and killing men - and shattering the complacency of polite cinema audiences."
Once Were Warriors,"['Crime', ' Drama']",A family descended from Maori warriors is bedeviled by a violent father and the societal problems of being treated as outcasts.
The Hardcore Life,"['Crime', ' Drama']",A conservative Midwest businessman ventures into the underworld of pornography in California to look for his runaway teenage daughter who is making porno films in California's porno pits.
Teenage Bounty Hunters,"['Comedy', ' Crime', ' Drama']","After joining forces with a veteran bounty hunter, sixteen-year-old fraternal twin sisters Sterling and Blair dive into the world of bail skipping baddies while still navigating the high stakes of teenage life."
Trust No One: The Hunt for the Crypto King,"['Documentary', ' Crime']",A group of investors turned sleuths as they try to unlock the suspicious death of cryptocurrency multimillionaire Gerry Cotten and the missing $250 million they believe he stole from them.
Joe,"['Crime', ' Drama']","An ex-con, who is the unlikeliest of role models, meets a 15-year-old boy and is faced with the choice of redemption or ruin."
...and justice for all.,"['Crime', ' Drama', ' Thriller']","A lawyer is forced to defend a guilty judge, while defending other innocent clients, and trying to find punishment for the guilty and provide justice for the innocent."
Blank Cheque,"['Comedy', ' Crime', ' Family']","After a bike accident, a young boy inadvertently gains possession of a check for $1 million and proceeds to spend it, unaware that the gangsters to whom it belongs are in pursuit."
Skin,"['Biography', ' Crime', ' Drama']","A destitute young man, raised by racist skinheads and notorious among white supremacists, turns his back on hatred and violence to transform his life, with the help of a black activist and the woman he loves."
Go,"['Comedy', ' Crime']",The aftermath of a drug deal as told from three different points of view.
Blindspotting,"['Comedy', ' Crime', ' Drama']","As Miles, Ashley's partner of 12 years and father of their son, is suddenly incarcerated, she is left to navigate a chaotic and humorous existential crisis when she's forced to move in with Miles' mother and half-sister."
Trespass,"['Crime', ' Drama', ' Thriller']","As they're held for ransom, a husband and wife's predicament grows more dire amid the discovery of betrayal and deception."
3096 Days,"['Biography', ' Crime', ' Drama']",A young Austrian girl is kidnapped and held in captivity for eight years. Based on the factual case of Natascha Kampusch.
Charlie Says,"['Biography', ' Crime', ' Drama']",The tragic tale of an all-American girl who was transformed into a cold-blooded killer in the summer of 1969.
The Iceman,"['Biography', ' Crime', ' Drama']","The story of Richard Kuklinski, the notorious contract killer and family man. When he was finally arrested in 1986, neither his wife nor his daughters had any clue about his real profession."
Paper Moon,"['Comedy', ' Crime', ' Drama']","During the Great Depression, a con man finds himself saddled with a young girl who may or may not be his daughter, and the two forge an unlikely partnership."
Troppo,"['Crime', ' Thriller']",Ex-cop Ted Conkaffey is falsely accused of a disturbing crime. He escapes to the tropics of Far North Queensland and becomes entangled with a newly formed private investigation agency.
The Mexican,"['Adventure', ' Comedy', ' Crime']","A man tries to transport an ancient gun called The Mexican, believed to carry a curse, back across the border, while his girlfriend pressures him to give up his criminal ways."
Bad Lieutenant,"['Crime', ' Drama', ' Thriller']","While investigating a young nun's rape, a corrupt New York City police detective, with a serious drug and gambling addiction, tries to change his ways and find forgiveness and redemption."
Hannibal Rising,"['Adventure', ' Crime', ' Drama']","After the death of his parents during World War II, young Hannibal Lecter moves in with his beautiful aunt and begins plotting revenge on the barbarians responsible for his sister's death."
The Rainmaker,"['Crime', ' Drama', ' Thriller']",An underdog lawyer takes on a fraudulent insurance company.
Dope,"['Adventure', ' Comedy', ' Crime']","Life changes for Malcolm, a geek who's surviving life in a tough neighborhood, after a chance invitation to an underground party leads him and his friends into a Los Angeles adventure."
Wild Wild Country,"['Documentary', ' Crime']","When Osho, the world's most controversial guru, builds an Utopian city deep in the Oregon country, conflict with the locals escalates into a national scandal."
Aquarius,"['Biography', ' Crime', ' Drama']","A gritty 1960s cop drama about LAPD detective Sam Hodiak and his trainee, who must deal with gangs, brutal crimes, changing times, family crises and unhinged manipulative small-time crook Charles Manson, who's slowly building his cult."
Peter Rabbit,"['Adventure', ' Comedy', ' Crime']",Feature adaptation of Beatrix Potter's classic tale of a rebellious rabbit trying to sneak into a farmer's vegetable garden.
Home Sweet Home Alone,"['Comedy', ' Crime', ' Family']",A married couple tries to steal back a valuable heirloom from a troublesome kid.
Return of the Saint,"['Adventure', ' Crime']","This series chronicles the swashbuckling exploits of Simon Templar, a modern day Robin Hood of sorts."
Man of the House,"['Comedy', ' Crime']",A Texas Ranger must protect a group of cheerleaders who have witnessed a murder.
Ragdoll,"['Crime', ' Drama', ' Thriller']","Detectives look to untangle the case of the Ragdoll Killer, who has killed six people and sewn their bodies into the shape of one grotesque body nicknamed the Ragdoll."
The Rookie: Feds,"['Crime', ' Drama']",Plot kept under wraps.
Sick Note,"['Comedy', ' Crime']","When Daniel Glass is misdiagnosed with a fatal disease he begins to notice how everyone around him treats him better, so he decides to keep pretending that he really is sick. This leads to more lies, and, eventually, crimes."
Guilt,"['Comedy', ' Crime', ' Thriller']","Two brothers accidentally run over and kill an old man. Despite covering their tracks, their lives start to fall apart when neighbors and relatives of the dead man begin to have doubts about the way he died."
Guys and Dolls,"['Comedy', ' Crime', ' Musical']","In New York, a gambler is challenged to take a cold female missionary to Havana, but they fall for each other, and the bet has a hidden motive to finance a crap game."
Four Lions,"['Comedy', ' Crime', ' Drama']",Four incompetent British terrorists set out to train for and commit an act of terror.
The White Tiger,"['Crime', ' Drama']",An ambitious Indian driver uses his wit and cunning to escape from poverty and rise to the top. An epic journey based on the New York Times bestseller.
Going in Style,"['Comedy', ' Crime']","Desperate to pay the bills and come through for their loved ones, three lifelong pals risk it all by embarking on a daring bid to knock off the very bank that absconded with their money."
Ezel,"['Crime', ' Drama', ' Thriller']","Betrayed by his trusted friends and the woman he loved, Ömer Uçar returns as Ezel to exact his vengeance."
Bernie,"['Biography', ' Comedy', ' Crime']","In small-town Texas, an affable mortician strikes up a friendship with a wealthy widow, though when she starts to become controlling, he goes to great lengths to separate himself from her grasp."
Never Goin' Back,"['Comedy', ' Crime', ' Drama']","Jessie and Angela, high school dropouts, are taking a week off to chill at the beach. Too bad their house got robbed, rent's due, they're about to get fired, and they're broke."
The Guard,"['Comedy', ' Crime', ' Thriller']",An unorthodox Irish policeman with a confrontational personality is partnered with an up-tight F.B.I. agent to investigate an international drug-smuggling ring.
Baby Boy,"['Crime', ' Drama', ' Romance']","In South Central L.A., a misguided 20-year-old African-American man, a ""baby boy"", faces the commitments of real life."
The Detective,"['Crime', ' Drama', ' Thriller']","Police detective Joe Leland investigates the murder of a gay man. While investigating, he discovers links to official corruption in New York City in this drama that delves into a world of sex and drugs."
Fanboys,"['Adventure', ' Comedy', ' Crime']",Star Wars fanatics take a cross-country trip to George Lucas' Skywalker Ranch so their dying friend can see a screening of Star Wars: Episode I - The Phantom Menace (1999) before its release.
The Jesus Rolls,"['Comedy', ' Crime', ' Drama']","A trio of misfits whose irreverent, sexually charged dynamic evolves into a surprising love story as their spontaneous and flippant attitude towards the past or future backfires time and again."
New Jack City,"['Action', ' Crime', ' Drama']",A crime lord ascends to power and becomes megalomaniacal while a maverick police detective vows to stop him.
McMafia,"['Crime', ' Drama', ' Thriller']","Alex Godman has spent his life trying to escape the shadow of his family's past. But when a murder unearths their past, Alex is drawn into the criminal underworld where he must confront his values to protect those he loves."
Savage Island,"['Action', ' Crime', ' Drama']",Women who have been captured and sold as slave labor to a South American emerald mine hatch a plan for revolution and revenge.
The Curse,"['Comedy', ' Crime', ' Drama']","Comedy crime caper set in London in the early 1980s, following a gang of hopeless small time crooks who through their own stupidity and poor judgement find themselves embroiled in one of the biggest gold heists in history."
The Catch,"['Crime', ' Drama', ' Romance']",Follows a female private investigator whose career specialty is exposing fraud for a living. She is drawn to a man whose career appears to be committing fraud for a living.
Pusher,"['Crime', ' Thriller']",A drug pusher grows increasingly desperate after a botched deal leaves him with a large debt to a ruthless drug lord.
The Producers,"['Comedy', ' Crime', ' Musical']","After putting together another Broadway flop, down-on-his-luck producer Max Bialystock teams up with timid accountant Leo Bloom in a get-rich-quick scheme to put on the world's worst show."
Juvenile Justice,"['Crime', ' Drama']","A prickly judge who despises juvenile criminals arrives at a juvenile court, where she takes on a complex role examining punishment for young offenders."
Hard to Kill,"['Action', ' Crime', ' Drama']","Left for dead with his wife killed in their house, L.A. Detective Mason Storm will have to make a quick recovery, expose those behind the murder and take revenge."
The Naked Gun 2½: The Smell of Fear,"['Comedy', ' Crime']",Lieutenant Frank Drebin discovers that his ex-girlfriend's new beau is involved in a plot to kidnap a scientist who advocates solar energy.
Siberia,"['Crime', ' Romance', ' Thriller']","When an American diamond trader's Russian partner goes missing, he journeys to Siberia in search of him, but instead begins a love affair."
Detroit,"['Crime', ' Drama', ' History']",Fact-based drama set during the 1967 Detroit riots in which a group of rogue police officers respond to a complaint with retribution rather than justice on their minds.
Grand Theft Auto: Vice City,"['Action', ' Crime', ' Drama']","After being released from jail, Tommy Vercetti left Liberty City for Vice City, a city overrun by the mob. Now, Tommy is out to make Vice City his home."
Mean Creek,"['Crime', ' Drama']","When a teen is bullied, his brother and friends lure the bully into the woods to seek revenge."
A.W.O.L.: Absent Without Leave,"['Action', ' Crime', ' Drama']",An Ex-French Soldier begins participating in underground street fights in order to make money for his brother's family.
Strangers on a Train,"['Crime', ' Drama', ' Film-Noir']",A psychopath forces a tennis star to comply with his theory that two strangers can get away with murder.
The Condemned,"['Action', ' Crime', ' Thriller']","Jack Conrad is awaiting the death penalty in a corrupt Central American prison. He is ""purchased"" by a wealthy television producer and taken to a desolate island where he must fight to the death against nine other condemned killers from all corners of the world, with freedom going to the sole survivor."
Kill Bill: Vol. 3,"['Action', ' Crime', ' Thriller']",Plot details kept under wraps.
Security,"['Action', ' Crime', ' Thriller']",A security guard protects an eleven year-old girl who is being targeted by a gang for participating as a trial witness.
Van der Valk,"['Crime', ' Drama', ' Thriller']",A Dutch detective takes on criminal cases in Amsterdam using insightful human observation and his natural street smarts.
Bad Lieutenant: Port of Call New Orleans,"['Crime', ' Drama']",Terence McDonagh is a drug- and gambling-addled detective in post-Katrina New Orleans investigating the killing of five Senegalese immigrants.
The Cotton Club,"['Crime', ' Drama', ' Music']","Meet the jazz musicians, dancers, owner, and guests (like gangster Dutch Schultz) of The Cotton Club in 1928-1930s Harlem."
American Animals,"['Biography', ' Crime', ' Drama']",Four young men mistake their lives for a movie and attempt one of the most audacious heists in U.S. history.
Force of Nature,"['Crime', ' Drama', ' Thriller']",A gang of thieves plan a heist during a hurricane and encounter trouble when a cop tries to force everyone in the building to evacuate.
Chopper,"['Biography', ' Crime', ' Drama']","Chopper tells the intense story of Mark ""Chopper"" Read, a legendary criminal who wrote his autobiography while serving a jail sentence in prison. His book, ""From the Inside"", upon which the film is based, was a best-seller."
The Treacherous,"['Crime', ' Drama', ' History']","The story of Joseon's tyrant king Yeonsan who exploits the populace for his own carnal pleasures, his seemingly loyal retainer who controls him and all court dealings, and a woman who seeks vengeance."
Just Getting Started,"['Comedy', ' Crime']",An ex-F.B.I. Agent (Tommy Lee Jones) and an ex-mob lawyer in the Witness Protection Program (Morgan Freeman) have to put aside their petty rivalry on the golf course to fend off a mob hit.
Die in a Gunfight,"['Action', ' Comedy', ' Crime']","In New York City, a young guy falls for the daughter of his father's nemesis."
Renegade,"['Action', ' Adventure', ' Crime']","After crooked cop Lieutenant ""Dutch"" Dixon kills his girlfriend and frames him for murder, Reno Raines escapes from jail and goes on the run."
Summer of Sam,"['Crime', ' Drama', ' Romance']","Spike Lee's take on the ""Son of Sam"" murders in New York City during the summer of 1977 centering on the residents of an Italian-American Northeast Bronx neighborhood who live in fear and distrust of one another."
No Mercy,"['Crime', ' Drama', ' Romance']","A Chicago detective, seeking to avenge his partner's death, travels to New Orleans, where he unexpectedly becomes involved in a cat and mouse game of survival."
The Man Who Wasn't There,"['Crime', ' Drama']","A laconic, chain-smoking barber blackmails his wife's boss and lover for money to invest in dry cleaning, but his plan goes terribly wrong."
Married to the Mob,"['Comedy', ' Crime', ' Romance']","A mobster's wife hates her lifestyle, but gets a chance to change it when her husband is killed - if the Long Island mob and the FBI let her."
The Penguin,['Crime'],"Follows the well-known villain Oswald Cobblepot / The Penguin. A spin-off series for the movie ""The Batman (2022)""."
In the Bedroom,"['Crime', ' Drama']",A New England couple's college-aged son dates an older woman who has two small children and an unwelcome ex-husband.
Exit to Eden,"['Comedy', ' Crime', ' Romance']","Elliot heads for the sexual fantasy island, Eden. He takes some photos of diamond smugglers. They and undercover cops want the photos and follow him to Eden."
Gotti,"['Biography', ' Crime', ' Drama']",The story of crime boss John Gotti and his son.
Blue Streak,"['Action', ' Comedy', ' Crime']",A former convict poses as a cop to retrieve a diamond he stole years ago.
The Take Down,"['Action', ' Crime', ' Thriller']","When Jack, a hit man from London, gets given his life back and the opportunity to save his daughter, it becomes a race against time to kill or be killed."
Above Suspicion,"['Action', ' Biography', ' Crime']",The true-crime story leading to the first ever conviction of an F.B.I. Agent for murder.
D.P.,"['Action', ' Crime', ' Drama']",A young private's assignment to capture army deserters reveals the painful reality endured by each enlistee during his compulsory call of duty.
Casualties of War,"['Action', ' Crime', ' Drama']","During the Vietnam War, a soldier finds himself the outsider of his own squad when they unnecessarily kidnap a female villager."
The Chaser,"['Action', ' Crime', ' Drama']",A disgraced ex-policeman who runs a small ring of prostitutes finds himself in a race against time when one of his women goes missing.
Madame Claude,"['Biography', ' Crime', ' Drama']","Paris, in the late 1960s. Madame Claude is at the head of a flourishing business dedicated to prostitution that gives her power over both the French political and criminal worlds. But the end of her empire is closer than she thinks."
The Quiet,"['Crime', ' Drama', ' Thriller']","Following the unexpected death of her father, a deaf teenager moves in with her godparents, where she discovers the cruel behaviour of their daughter may be indicative of a dark secret within the family."
Bäckström,"['Crime', ' Drama']",Unscrupulous and arrogant murder detective Evert Bäckström finds himself with the hardest case he ever had when a skull pierced with bullet holes is found on an uninhabited island in the archipelago.
I Love You Phillip Morris,"['Biography', ' Comedy', ' Crime']","A cop turns con man once he comes out of the closet. Once imprisoned, he meets the second love of his life, whom he'll stop at nothing to be with."
Etharkkum Thunindhavan,"['Action', ' Crime', ' Drama']","A lawyer turns judge jury and executioner and goes after a gang, led by a minister's son, that threatens women with videos of them."
Vanishing Point,"['Action', ' Crime', ' Thriller']","During the 1970s, car delivery driver Kowalski delivers hot rods in record time but always runs into trouble with the highway cops."
Nothing But the Truth,"['Crime', ' Drama']","In Washington, D.C., a reporter faces a possible jail sentence for outing a CIA agent and refusing to reveal her source."
Crossing Lines,"['Action', ' Crime', ' Drama']","A special crime unit investigates serialized crimes that cross over European borders, to hunt down criminals and bring them to justice."
Sudden Impact,"['Action', ' Crime', ' Thriller']","A rape victim is exacting revenge on her aggressors in a small town outside San Francisco. ""Dirty"" Harry Callahan, on suspension for angering his superiors (again), is assigned to the case."
Pablo Escobar: El Patrón del Mal,"['Biography', ' Crime', ' Drama']","The exploits of the notorious drug lord, Pablo Escobar."
22 July,"['Crime', ' Drama', ' History']","A three-part story of Norway's worst terrorist attack in which over seventy people were killed. 22 July looks at the disaster itself, the survivors, Norway's political system and the lawyers who worked on this horrific case."
Without Breasts There Is No Paradise,"['Action', ' Crime', ' Drama']","Sin Senos No Hay Paraiso tells the tragic story of a young woman named Catalina Santana whose ambition is so strong she'll risk her life, because of her obsession with having larger breasts...                See full summary »"
Graceland,"['Action', ' Crime', ' Drama']","A rookie FBI agent is sent to a house for undercover agents in Southern California, where he is trained by a former legend FBI agent."
Karen,"['Crime', ' Drama', ' Thriller']","Karen attempts to displace the new Black family that moved into the neighborhood, but they won't back down without a fight."
Dead Presidents,"['Action', ' Crime', ' Drama']","A Vietnam vet adjusts to life after the war while trying to support his family, but the chance of a better life may involve crime and bloodshed."
The Stronghold,"['Action', ' Crime', ' Thriller']","A police brigade working in the dangerous northern neighborhoods of Marseille, where the level of crime is higher than anywhere else in France."
Chinjeolhan geumjassi,"['Crime', ' Drama', ' Thriller']","After being wrongfully imprisoned for thirteen years and having her child taken away from her, a woman seeks revenge through increasingly brutal means."
Keanu,"['Action', ' Comedy', ' Crime']","When the adorable kitten of an L.A. crime kingpin unexpectedly enters the life of two cousins, they will have to go through tough gangs, pitiless hit-men, and ruthless drug dealers who all claim him, to get him back. How hard can it be?"
Blitz,"['Action', ' Crime', ' Thriller']",A tough cop is dispatched to take down a serial killer who has been targeting police officers.
Den of Thieves 2,"['Action', ' Crime', ' Drama']",Plot unknown. A sequel to the 2018 film 'Den of Thieves'.
The Lord of the Skies,"['Action', ' Crime', ' Drama']","This is the life and times of the most powerful drug trafficker of his time: Amado Carrillo Fuentes, ""El Señor de los Cielos"" (Lord of the Skies), a man who became the head of the Juárez ...                See full summary »"
The Inventor: Out for Blood in Silicon Valley,"['Documentary', ' Crime']","The story of Theranos, a multi-billion dollar tech company, its founder Elizabeth Holmes, the youngest self-made female billionaire, and the massive fraud that collapsed the company."
Des,"['Crime', ' Drama', ' History']",In 1983 Scottish serial killer Dennis Nilsen was arrested after the discovery of human remains which had blocked a drain near his London home.
Shallow Grave,"['Crime', ' Thriller']",Three friends discover their new flatmate dead but loaded with cash.
Jailbird,"['Crime', ' Drama', ' Romance']","Anna Nix is sent to a juvenile prison for the murder of her abusive stepfather. In the prison, she discovers relationships, drugs, complex mental illness, and her eventual search for redemption."
The Man from Nowhere,"['Action', ' Crime', ' Drama']",A quiet pawnshop keeper with a violent past takes on a drug-and-organ trafficking ring in hope of saving the child who is his only friend.
La svolta,"['Crime', ' Drama']",A slacker who does his best to avoid confrontation strikes up an unlikely friendship with a dangerous thug who suddenly forces his way into his life.
Police Woman,"['Action', ' Crime', ' Drama']","Follows Sergeant ""Pepper"" Anderson, LAPD's top undercover cop. A member of the Criminal Conspiracy Unit, Pepper works the wild side of the street, where she poses as everything from a gangster's moll to a streetwalker to a prison inmate."
Blood and Bone,"['Action', ' Crime', ' Drama']","In Los Angeles, an ex-con takes the underground fighting world by storm in his quest to fulfill a promise to a dead friend."
The Baytown Outlaws,"['Action', ' Comedy', ' Crime']","When three redneck brothers agree to help a woman save her godson from an abusive stepfather, they become targets on the run from an odd cast of characters."
Racer and the Jailbird,"['Crime', ' Drama', ' Romance']","Set against the background of a brutal crime gang in Brussels, a tragic love story between Gigi, a high-flying gangster, and Bibi, a young racing driver with very upper-class roots."
Alarm für Cobra 11 - Die Autobahnpolizei,"['Action', ' Adventure', ' Crime']",Two police inspectors and their team from a Bonn-Koeln precinct fight all sorts of criminals they encounter daily on major highways in Germany.
Caliphate,"['Crime', ' Drama', ' Thriller']","Agent Fatima gets a tip that a terrorist act is planned in Sweden. At the same time, teenager Sulle has opened her eyes to her student assistant who opens the doors to a new fascinating world."
Lilya 4-Ever,"['Crime', ' Drama']","Sixteen-year-old Lilja and her only friend, the young boy Volodja, live in Russia, fantasizing about a better life. One day, Lilja falls in love with Andrej, who is going to Sweden, and invites Lilja to come along and start a new life."
How to Sell Drugs Online (Fast),"['Comedy', ' Crime', ' Drama']","To win back the love of his life, a high school student and his best friend launch Europe's largest online drug business from their teenage bedroom."
Agent Cody Banks,"['Action', ' Adventure', ' Comedy']",A government agent trains Cody Banks in the ways of covert operations that require younger participants.
Superfly,"['Action', ' Crime', ' Thriller']","With retirement on his mind, a successful Atlanta-based drug dealer sets up one last big job while dealing with trigger-happy colleagues and the police."
Class of 1984,"['Action', ' Crime', ' Drama']",A new teacher at a troubled inner-city high school soon ends up clashing with the delinquent leader of a punk posse that runs the school.
American Night,"['Action', ' Crime', ' Drama']","A courier carrying Andy Warhol's famous ""Pink Marilyn"" arrives in New York City. Art and life collide - as John Kaplan tries to juggle the mob and his talent as an art forger with his love for Sarah Flores - and chaos ensues."
El mariachi,"['Action', ' Crime', ' Thriller']",A traveling mariachi is mistaken for a murderous criminal and must hide from a gang bent on killing him.
Emily the Criminal,"['Crime', ' Drama', ' Thriller']","Down on her luck and saddled with debt, Emily gets involved in a credit card scam that pulls her into the criminal underworld of Los Angeles, ultimately leading to deadly consequences."
Set It Off,"['Action', ' Crime', ' Drama']","Desperation drives four inner-city women to bank robbery in Los Angeles, then they start mistrusting each other."
Freud,"['Crime', ' Thriller']","Young Czech-Austrian psychoanalyst, Sigmund Freud, investigates a murder conspiracy in 1880's Vienna."
No One Would Tell,"['Biography', ' Crime', ' Drama']",A shy high school student's seemingly perfect relationship with a popular jock quickly turns abusive and dangerous.
The East,"['Crime', ' Drama', ' Thriller']",An operative for an elite private intelligence firm finds her priorities changing dramatically after she is tasked with infiltrating an anarchist group known for executing covert attacks upon major corporations.
Foxy Brown,"['Action', ' Crime', ' Thriller']",A voluptuous black vigilante takes a job as a high-class prostitute to get revenge on the mobsters who murdered her boyfriend.
Showtime,"['Action', ' Comedy', ' Crime']","A spoof of buddy cop movies where two very different cops are forced to team up on a new reality based television cop show, while tracking down the manufacturer and distributor of an illegally made semi-automatic firearm."
Point of No Return,"['Action', ' Crime', ' Drama']",A government fakes the death of a criminal to turn this young woman into a killer on its service.
Trapped,"['Action', ' Crime', ' Drama']",The Jennings' fight for their daughters life after she is kidnapped by an experienced gang of thieves.
Get Rich or Die Tryin',"['Biography', ' Crime', ' Drama']",A tale of an inner city drug dealer who turns away from a life of crime to pursue his passion of rap music.
Due South,"['Adventure', ' Comedy', ' Crime']",The adventures of an impossibly upright Royal Canadian Mounted Police constable and his American colleagues in the city of Chicago.
Bugsy,"['Biography', ' Crime', ' Drama']","The story of how Benjamin ""Bugsy"" Siegel started Las Vegas."
The Old Man & The Gun,"['Biography', ' Comedy', ' Crime']",Based on the true story of Forrest Tucker and his audacious escape from San Quentin at the age of 70 to an unprecedented string of heists that confounded authorities and enchanted the public.
Gringo,"['Action', ' Comedy', ' Crime']","GRINGO, a dark comedy mixed with white-knuckle action and dramatic intrigue, explores the battle of survival for businessman Harold Soyinka (David Oyelowo) when he finds himself crossing the line from law-abiding citizen to wanted criminal."
Armed and Dangerous,"['Action', ' Comedy', ' Crime']",A fired cop and useless lawyer sign up as security guards and find they've joined a corrupt union.
Middle Men,"['Comedy', ' Crime', ' Drama']","Chronicles Jack Harris, one of the pioneers of Internet commerce, as he wrestles with his morals and struggles not to drown in a sea of con men, mobsters, drug addicts, and porn stars."
Harsh Times,"['Action', ' Crime', ' Drama']",A tough-minded drama about two friends in South Central Los Angeles and the violence that comes between them.
The Client List,"['Crime', ' Drama']",Riley is a single mother living in a small Texas town and leading a shocking double life.
Damnation,"['Crime', ' Drama', ' Western']","An epic saga about the secret history of the 1930s American heartland, centering on the mythic conflict and bloody struggle between big money and the downtrodden."
Calm with Horses,"['Crime', ' Drama']","Douglas 'Arm' Armstrong has become the feared enforcer for the drug-dealing Devers family, whilst also trying to be a good father. Torn between these two families, Arm's loyalties are tested when he is asked to kill for the first time."
You Get Me,"['Crime', ' Drama', ' Romance']","A one night stand turns into a nightmare for a High School student, when the obsession of a young woman grows dangerous."
The Kill Room,"['Action', ' Comedy', ' Crime']","A hitman, his boss, an art dealer and a money-laundering scheme that accidentally turns the assassin into an overnight avant-garde sensation, one that forces her to play the art world against the underworld."
The 400 Blows,"['Crime', ' Drama']","A young boy, left without attention, delves into a life of petty crime."
Oscar,"['Comedy', ' Crime']","A gangster attempts to keep the promise he made to his dying father: that he would give up his life of crime and ""go straight""."
Men at Work,"['Action', ' Comedy', ' Crime']",Two garbage men uncover a conspiracy involving illegal toxic waste dumping and decide to bring the whole operation down.
Quarry,"['Crime', ' Drama', ' Thriller']","Quarry, a disillusioned Vietnam War vet, returns home to Memphis in 1972 only to find rejection and scrutiny at every step. A mysterious man known only as The Broker gives him an offer he can't refuse - to work for him as a hitman."
Darkness: Those Who Kill,"['Crime', ' Thriller']",Investigator Jan and profiler Louise constantly move around in the thrilling periphery of a murderer's view as they link a series of killings.
The Ladykillers,"['Comedy', ' Crime', ' Thriller']","An eccentric, if not charming Southern professor and his crew pose as a classical ensemble in order to rob a casino, all under the nose of his unsuspecting but sharp old landlady."
